question,answer
When did the author first become a millionaire?,"Right after the big break of October, 1907."
What was the author's perspective on having a million dollars as a trader?,Having a million merely meant more reserves for the author.
Does the author believe that money provides more comfort to a trader?,"No, the author believes that money does not give a trader more comfort."
How does the author view money when he is right in his trades?,The author views money as merely one of his several servants when he is right.
How does the author deal with losing money?,The author forgets a loss overnight and it never bothers him after taking it.
What is the main idea of the text?,"The main idea is that it is more harmful to be wrong and not take a loss than to actually lose money, as being wrong can damage both the pocketbook and the soul."
How does the author describe the experience of being wrong?,"The author describes being wrong as causing damage to both the pocketbook and the soul, and emphasizes that it's not just about losing money but also about the emotional impact."
What does the author say about losing money?,The author states that losing money is the least of one's troubles and that one can forget it overnight.
What is the significance of the story about Dickson G. Watts?,"The story about Dickson G. Watts is used to illustrate the nervousness and anxiety of someone who is overly concerned about losing money, highlighting the emotional impact of being wrong."
What does the author mean by 'being wrong—not taking the loss that is what does the damage'?,"The author means that failing to take a loss when one is wrong is what causes the real damage, both financially and emotionally, rather than the loss itself."
What is the main lesson from the text regarding financial mistakes?,The main lesson is that not taking losses and holding onto losing investments can cause significant damage to both one's financial resources and emotional well-being.
What is the story about Dickson G. Watts used to illustrate?,"The story is used to illustrate the problem of holding onto losing investments due to fear or anxiety, which can lead to further financial and emotional distress."
What did the nervous man say he couldn't sleep because of?,The nervous man said he couldn't sleep because he was carrying too much cotton and was worried about it.
What advice did the friend give to the nervous man?,"The friend advised the nervous man to 'sell down to the sleeping point,' implying that he should reduce his holdings to a level where he could sleep without anxiety."
What does the text suggest about how people adapt to financial situations?,"The text suggests that people often adapt to financial situations too quickly, losing sight of the bigger picture and not feeling the full impact of their decisions."
What is the main issue the narrator is facing?,The narrator is carrying so much cotton that they can't sleep and are feeling mentally exhausted from thinking about it.
What advice does the friend give to the narrator?,The friend advises the narrator to 'Sell down to the sleeping point.'
What does the text suggest about how people adapt to wealth?,The text suggests that people adapt to wealth so quickly that they lose perspective and no longer vividly remember what it felt like not to be a millionaire.
"What is the consequence of losing the habit of being poor, according to the text?",The consequence is that a person may not feel the difference much and may not remember vividly how it felt not to be a millionaire.
What does the text imply about the ability of a person to recall their past financial state?,The text implies that a reasonably young and normal man may not recall vividly how it felt not to be a millionaire after becoming wealthy.
What is the main idea of the passage?,"The passage discusses the psychological and behavioral changes that occur when someone gains and loses money, particularly in the context of the stock market."
How does the text describe the experience of not being a millionaire?,"It felt not to be a millionaire, and there were things he could not do that he can do now."
How long does it take for a reasonably young and normal man to lose the habit of being poor?,It does not take a reasonably young and normal man very long to lose the habit of being poor.
How long does it take for someone to forget that they used to be rich?,It requires a little longer to forget that he used to be rich.
Why does the text suggest that money creates needs?,The text suggests that money creates needs or encourages their multiplication.
What happens to a man's spending habits after he makes money in the stock market?,He very quickly loses the habit of not spending.
What happens to a man's spending habits after he loses his money?,It takes him a long time to lose the habit of spending.
How does the author describe the relationship between money and spending habits?,"The author describes that money creates needs or encourages their multiplication. After making money in the stock market, a person quickly loses the habit of not spending, but it takes a long time to lose the habit of spending after losing money."
What decision did the author make after taking in his shorts and going long in October 1907?,The author decided to take it easy for a while.
What did the author plan to do after deciding to take it easy?,The author planned to buy a yacht and go on a cruise in Southern waters.
What activity does the author mention being particularly interested in?,The author mentions being crazy about fishing.
What was the author's expectation regarding the cruise?,The author expected to go on the cruise any day and looked forward to having the time of their life.
What did the author decide to do in 1907?,The author decided to take it easy for a while and bought a yacht to go on a cruise in Southern waters.
What was the author's plan for the yacht?,The author planned to go off on a cruise in Southern waters and expected to have the time of their life fishing.
Why did the author not go on the cruise?,The author did not go on the cruise because the market wouldn't let them.
What markets has the author traded in?,The author has traded in commodities as well as stocks.
Where did the author begin their trading career?,The author began their trading career in bucket shops as a youngster.
How long did the author study the markets?,"The author studied those markets for years, though perhaps not so assiduously as the stock market."
What is the author's preference between commodities and stocks?,The author would rather play commodities than stocks.
What did the author begin with in terms of financial activities?,The author began with bucket shops as a youngster.
How long did the author study the markets?,The author studied those markets for years.
"Which market does the author prefer to play, commodities or stocks?",The author prefers to play commodities than stocks.
Why does the author believe commodities have greater legitimacy?,The author believes commodities have greater legitimacy because they partake more of the nature of a commercial venture than trading in stocks does.
How does the author suggest approaching commodities trading?,The author suggests approaching commodities trading as one might approach any mercant. antile problem.
What is the author's opinion on using fictitious arguments in market analysis?,The author believes it may be possible to use fictitious arguments for or against a certain trend in a market.
What is the main difference between trading in stocks and other markets according to the text?,Trading in stocks is described as more of a commercial venture compared to other markets.
How can a trader approach a market like a mercantile problem?,"A trader can approach it as he might any mercant, using fictitious arguments for or against a certain trend in a commodity market."
What is the consequence of using fictitious arguments in a commodity market?,"Success will be only temporary, for in the end the facts are bound to prevail."
What does a trader get in the end according to the text?,"A trader gets dividends on study and observation, as he does in a regular business."
What does the text suggest about a trader's knowledge of market conditions?,He can watch and weigh conditions and he knows as much about it as anyone else.
What is the text's statement about the need to guard against inside cliques?,He need not guard against inside cliques.
What does the text say about dividends in the context of trading?,Dividends are not
What is the main idea of the text?,"The main idea is that in the commodity trading market, prices are ultimately governed by the economic law of demand and supply, and traders can gain dividends through study and observation rather than relying on insider information."
What is the role of a trader in the commodity market according to the text?,The role of a trader in the commodity market is to gather facts about demand and supply to make informed decisions.
Why are dividends in the commodity market predictable?,"Dividends in the commodity market are predictable because changes in prices are governed by the economic law of demand and supply, which operate over the long term."
What does the text suggest about the need for traders to guard against inside cliques?,The text suggests that traders do not need to guard against inside cliques because dividends and price changes in the commodity market are not subject to sudden or unexpected changes.
How does the text compare the commodity trading market to a regular business?,"The text compares the commodity trading market to a regular business by stating that traders can watch and weigh conditions and gain dividends through study and observation, similar to how a regular business operates."
What is the primary factor governing commodity prices in the long run?,The economic law of demand and supply.
What is the main focus of a trader in commodities according to the text?,"To get facts about the demand and the supply, present and prospective."
How does the trader's approach in commodities differ from that in stocks?,The trader in commodities does not indulge in guesses about a dozen things as he does in stocks.
What aspect of trading in commodities appealed to the author?,The fact that it always appealed to me trading in commodities.
What is the main idea of the text?,"The text emphasizes the importance of asking questions and considering conditions to find answers, while highlighting the average American's tendency to not take the time to do so, especially when dealing with stock market activities."
What does the text say about the average American's behavior regarding the stock market?,"The text states that the average American is from Missouri everywhere and at all times except when he goes to the brokers' offices and looks at the tape, whether it is stocks or commodities."
What is the main point regarding the stock market and decision-making?,"The text suggests that the stock market is a game that requires study before making a play, but people often enter it without the necessary preparation and intelligence."
What is the significance of asking questions according to the text?,"According to the text, asking questions and considering conditions is crucial because it allows one to find answers directly, which is essential for making informed decisions in the stock market."
What is the main focus of the text?,"The text focuses on the importance of studying and experience in tape reading for the stock market, highlighting the contrast between a trader's cautious approach in other areas and his risky behavior in the stock market."
How does the text compare the trader's approach to the stock market with his approach to other areas?,"The text contrasts the trader's cautious and thoughtful approach to selecting a medium-priced automobile with his risky and impulsive behavior in the stock market, where he risks half his fortune with less reflection."
What does the text suggest about the complexity of tape reading?,"The text suggests that while tape reading may seem complicated, it is not as complex as it appears and can be mastered with experience."
What is the significance of the trader's lack of preliminary doubts in the stock market?,"The trader's lack of preliminary doubts and careful consideration in the stock market indicates a tendency to make impulsive and risky decisions, which can lead to significant financial loss."
What is the main point about reading stock market tapes?,"The main point is that reading the tape is not about having your fortune told, but rather about understanding how and when to trade."
What does the author suggest is more important than experience in tape reading?,The author suggests that keeping certain fundamentals in mind is more important than experience in tape reading.
What does the author say about the complexity of tape reading?,The author says that tape reading is not as complicated as it appears.
What does the author claim about the tape's ability to predict future worth?,The author claims that the tape does not tell you how much you will surely be worth next Thursday at 1:35 p.m.
What is the main purpose of reading the tape according to the text?,"The main purpose of reading the tape is to determine whether it is wiser to buy than to sell, and to ascertain how and when to trade."
Does the text suggest that the tape can predict future stock prices?,"No, the text clearly states that the tape does not tell you how much you will surely be worth next Thursday at 1:35 p.m."
What is the author's comparison regarding the use of the tape for different markets?,"The author compares the use of the tape for stocks with that for cotton, wheat, corn, and oats, indicating that it works exactly the same for all."
What is the primary focus when watching the market according to the text?,"The primary focus when watching the market is to determine the direction, which is the price tendency."
What does the text say about the behavior of prices?,"The text states that prices, we know, will..."
What is the main idea of the text?,"The main idea is that whether it is wiser to buy or sell depends on determining the price tendency by watching the market, as the same principle applies to stocks and commodities like cotton, wheat, corn, or oats."
How does the text describe the movement of prices?,"The text describes prices as moving along the line of least resistance, doing whatever comes easiest, and moving either up or down based on the resistance they encounter."
What is the purpose of watching the market according to the text?,The purpose of watching the market is to determine the direction or price tendency by observing the course of prices recorded by the tape.
What is the analogy used in the text to explain price movement?,"The text uses the analogy that prices, like everything else, move along the line of least resistance, similar to how physical objects move."
What is the key factor in deciding whether to buy or sell according to the text?,The key factor in deciding whether to buy or sell is determining the price tendency by observing the market's direction.
What is the main idea behind the statement that prices move along the line of least resistance?,"The main idea is that prices move in the direction where there is the least resistance, either up or down, depending on which direction requires less effort or opposition."
Why shouldn't someone be puzzled about whether a market is a bull or bear market once it starts?,"Because the trend becomes evident to someone with an open mind and clear vision, making it unnecessary to be confused about the market's direction once it has clearly begun."
What is the key takeaway regarding identifying a bull or bear market?,"The trend is evident to a man with an open mind and clear sight, and it's never wise for a speculator to fit his facts to his theories."
What should a speculator know once they determine if it's a bull or bear market?,They should know whether to buy or to sell.
When is it most critical for a speculator to know whether to buy or sell?,At the very inception of the market movement.
What is the main idea about the timing of market trends?,It is never wise for a speculator to fit his facts to his theories.
What is the key factor in determining whether to buy or sell in the stock market according to the text?,The key factor is knowing whether it is a bull or bear market.
What does the text suggest about a person's ability to discern market trends?,The text suggests that a person should be able to discern whether it is a bull or bear market and make informed buy or sell decisions.
What is the example given in the text about market fluctuations?,"The text provides an example where the market fluctuates within a range of ten points, up to $130 and down to $20."
How does the text describe the market's appearance during between-swings times?,"The text describes the market as fluctuating within a range of ten points, up to $130 and down to $120, and mentions it may look weak at the bottom or strong on the way up after a rise of eight or ten points."
What is the typical range of fluctuation for the stock mentioned?,"The stock fluctuates within a range of ten points, up to $130 and down to $120."
What is the author's advice regarding trading based on the stock's appearance?,A man ought not to be led into trading by tokens. He should wait until the tape tells him that the time is ripe.
What is the consequence of buying stocks based on their appearance?,Millions upon millions of dollars have been lost by men who bought stocks because they looked cheap or sold them because they looked dear.
What is the main difference between a speculator and an investor according to the text?,"The main difference is that an investor seeks a steady return on their money at a good rate of interest, while a speculator aims to profit by either a rise or a fall in the price of whatever they are speculating in."
What advice is given regarding when to buy stocks?,The advice given is to wait until the tape tells you that the time is ripe before buying stocks.
What is the consequence of buying stocks because they look cheap or selling them because they look dear?,The consequence is that millions upon millions of dollars have been lost by those who made such decisions.
What is the key factor in determining a speculative line of least resistance?,"The key factor is to determine the speculative line of least resistance, which is the focus of the text."
What is the main goal of the individual in the text regarding their money?,To secure a steady return on his money at a good rate of interest and to profit by either a rise or a fall in the price of whatever he may be speculating in.
What should the individual determine when trading?,The speculative line of least resistance at the moment of trading.
What should the individual wait for in trading?,"The moment when the speculative line of least resistance defines itself, as that is his signal to get busy."
What does reading the tape enable the individual to see?,That at $130 the selling had been stronger than the buying and a reaction in the price logically followed.
What does the text suggest about the relationship between selling and buying at $130?,"The text suggests that at $13, the selling had been stronger than the buying, leading to a reaction in the price."
What is the key signal that indicates the moment to get busy?,The moment when that line defines itself.
How does reading the tape help in understanding market behavior?,Reading the tape enables him to see that at $130 the selling had been stronger than the buying and a reaction in the price logically followed.
What do superficial students of the tape conclude about the price movement up to $150?,"Superficial students of the tape may conclude that the price is not going to stop short of $150, and they buy."
What actions do traders take after the reaction begins?,"After the reaction begins they hold on, or sell out at a small loss, or they go short and talk bearish."
What is the significance of the price dropping to $120?,At $120 there is
What is the main idea behind the students of the tape's strategy?,"The students of the tape may conclude that the price is not going to stop short of $150, and they buy."
What actions do traders take after the reaction begins?,"After the reaction begins they hold on, or sell out at a small loss, or they go short and talk bearish."
What happens when the price reaches $120?,"At $120 there is stronger resistance to the decline. The buying prevails over the selling, there is a rally and the shorts cover."
Why is the public often whipsawed according to the text?,The public is so often whipsawed that one marvels at their persistence in not learning their lesson.
What is the outcome when something increases the power of either the upward or the downward force?,Eventually something happens that increases the power of either the upward or the downward force and the point
What happens when there is a rally and the shorts cover?,"The public is often whipsawed, making one marvel at their persistence in not learning their lesson."
What occurs when the power of either the upward or downward force increases?,"The point of greatest resistance moves up or down, meaning the buying at $130 will be stronger than the selling, or the selling at $120 will be stronger than the buying."
What is the result when the price breaks through the old barrier or movement-limit?,"The price will go on, as there is always a crowd of 137."
What is the significance of buying at $130 compared to selling at $120?,"Buying at $130 is considered stronger than selling at $120, indicating a potential shift in market dynamics where the price may break through the old barrier or movement-limit and continue its trend."
What happens when the market moves against traders who are short at $120 or long at $130?,"When the market moves against them, traders who are short at $120 or long at $13, eventually have to either change their minds and turn or close out their positions, which helps to define the price more clearly."
What is the general rule regarding traders' positions at $120 and $130?,"There is always a crowd of traders who are short at $120 because it looked weak, or long at $130 because it looked strong, which contributes to the market's price movement and clarification."
What is the significance of the line of least resistance in trading?,"The line of least resistance defines the price movement that is most favorable for traders, and identifying it allows intelligent traders to make informed decisions based on market behavior and fundamental conditions."
How do traders who are wrong in their positions affect the market?,"Traders who are wrong in their positions eventually have to either change their minds or close out, which helps to define the price line of least resistance and can influence market corrections."
What strategy do intelligent traders use to determine the line of least resistance?,Intelligent traders patiently wait to determine the line of least resistance and then enlist the aid of fundamental trade conditions and the force of the trading of the community that guessed wrong and must now rectify their mistakes.
What is the main idea behind the author's statement about the line being determined by fundamental trade conditions and the corrections from mistakes?,"The author suggests that the line is determined by fundamental trade conditions and the corrections from mistakes made by traders who guessed wrong, which tend to push prices along the line of least resistance."
How does the author describe the role of accidents or unforeseen events in their experience with speculation?,"The author states that accidents or unforeseen events have always helped them in their speculation, though they are not presented as a mathematical certainty or axiom."
What is the author's experience regarding accidents in the stock market?,"The author's experience is that accidents, or the unexpected and unforeseen events, have always helped them in their market position whenever their position was based on their determination of the line of least resistance."
What event does the author refer to when discussing the line of least resistance?,The author refers to the Union Pacific episode at Saratoga.
What was the author's position in the Union Pacific episode at Saratoga?,"The author was long, meaning they had a bullish position."
Why did the author take a long position in the Union Pacific episode at Saratoga?,The author took a long position because they determined that the line of least resistance was upward.
What was the author's reasoning for holding a long position in Union Pacific during the Saratoga episode?,"The author determined that the line of least resistance was upward, indicating a positive trend."
What mistake did the author make regarding their long position in Union Pacific?,"The author allowed their broker to influence their decision, leading them to question their initial determination of the line of least resistance."
What was the author's stance on insider selling during the Union Pacific episode?,"The author believed that insider selling did not affect their decision, as they could not know what the insiders knew."
What was the author's approach to determining market positions?,The author based their market positions on their determination of the line of least resistance.
What was the author's reaction to the broker's suggestion that insiders were selling stocks?,"The author was influenced by the broker's suggestion, which led them to question their initial assessment of the market trend."
What was the author's approach when insiders were selling stocks?,The author decided to stay long instead of letting their broker's advice influence their decision.
What was the author's reasoning for not being concerned about insiders selling stocks?,The author believed that the actions of insiders were something they couldn't possibly know and therefore didn't affect their decision-making.
What did the author observe on the tape that influenced their decision?,The author observed that the tape said: 'Going up!' which influenced their decision to stay long.
What unexpected event occurred that influenced the author's decision?,"The author experienced an unexpected raising of the dividend rate and a thirty-point rise in the stock, which influenced their decision."
How did the author view the stock price at $164?,"The author viewed the stock price at $164 as high, but believed that stocks are never too high to buy or too low to sell."
What is the author's perspective on the relationship between stock price and the line of least resistance?,"The author believes that the price, per se, has nothing to do with establishing their line of least resistance."
What was the author's reaction to the stock price being high at $164?,"The author believed that stocks are never too high to buy or too low to sell, emphasizing that the price itself doesn't determine the line of least resistance."
What does the author suggest about the relationship between news and the line of least resistance?,"The author suggests that important news released between market closings and openings usually aligns with the line of least resistance, as the trend has already been established before the news is published."
What was the author's position before the war broke out?,The author was short.
What was the state of the market before the war broke out?,The market was in a very weak condition.
What event is mentioned as occurring before the war broke out?,The proclamation of Germany's submarine policy.
What is the general idea about news announcements between market closings and openings?,News announcements during this time are usually in harmony with the line of least resistance.
How do bull markets typically respond to bear items and bull news?,"In bull markets, bear items are ignored and bull news is exaggerated."
What was the author's position in the stock market before the war broke out?,The author was short one hundred and fifty thousand shares of stock.
What event occurred before the war broke out that affected the stock market?,The proclamation of Germany's submarine policy.
Why did the author decide to go short on stocks before the war?,"The author went short because they were following the line of least resistance, not because they anticipated the news about Germany's submarine policy."
How did the author react when the news about Germany's submarine policy was announced?,The author took advantage of the situation and covered their shorts that day.
What does the author suggest about market behavior during bull and bear markets?,"The author suggests that in bull markets, bear items are ignored and bull news is exaggerated, and vice versa for bear markets."
What was the author's approach to the market situation described?,"The author approached the market situation by following the line of least resistance, taking advantage of the news and covering their shorts that day."
How did the author describe the market event that occurred?,"The author described the market event as coming out of a clear sky, meaning it was unexpected from their perspective."
What does the author suggest is the challenge in following the line of least resistance strategy?,"The author suggests that while the strategy seems simple, in practice, a trader must guard against many factors, especially their own tendencies and potential mistakes."
What did the author do when the market situation changed unexpectedly?,"The author covered their shorts that day when the market situation changed unexpectedly, taking advantage of the situation."
What is the main idea of the author's reflection on the strategy?,"The main idea is that while following the line of least resistance and watching the tape to determine resistance points seems straightforward, the real challenge lies in executing this strategy effectively while managing personal and external risks."
What is the main advice given about trading in the text?,"The main advice is to watch the tape, establish resistance points, and be ready to trade along the line of least resistance as soon as it is determined."
What is the primary warning given to traders in the text?,"The primary warning is to guard against human nature, as it is the most significant challenge a trader faces."
What does the text say about the relationship between basic conditions and the men who are wrong?,The text states that the man who is right always has two forces working in his favor: basic conditions and the men who are wrong.
What does the text say about bear factors in a bull market?,"In a bull market, bear factors are ignored due to human nature."
What does the text suggest about human beings' tendency in a bull market?,The text suggests that human beings in a bull market tend to ignore bear factors.
What is the main argument the author is making about market behavior?,"The author argues that in a bull market, bear factors are ignored due to human nature, and people are surprised by this phenomenon."
What is the author's view on the role of basic conditions in market dynamics?,The author believes that the man who is right always has two forces working in his favor: basic conditions and the men who are wrong.
What example does the author use to illustrate the impact of weather on the wheat market?,The author uses the example of bad weather in one or two sections ruining some farmers' wheat crops.
How does the author describe the reaction of people to market downturns?,The author describes people's reaction as professing astonishment at the impact of bear factors in a bull market.
What does the author suggest about the collective behavior of wheat farmers during harvest?,"The author suggests that when the entire crop is gathered, all the farmers in all the wheat-growing sections begin to take their wheat to the market."
What is the main point of the text regarding commodity market trading?,"The main point is that when a man makes his play in a commodity market, he must not permit himself set opinions and must have an open mind and flexibility."
What happens when the entire wheat crop is gathered and farmers take their wheat to the elevators?,The bulls are surprised at the smallness of the damage and discover that they merely have helped the bears.
What is the consequence of bad weather in some sections of the wheat crop?,"The consequence is that some farmers have been ruined, but the overall impact on the entire crop is less severe than initially thought."
What does the text suggest about the importance of avoiding set opinions in trading?,"The text suggests that avoiding set opinions is important because it allows traders to remain flexible and open-minded, which is necessary for successful trading in the commodity market."
How do the bulls react when the entire wheat crop is gathered and farmers take their wheat to the elevators?,The bulls are surprised at the smallness of the damage and discover that they have inadvertently helped the bears.
What lesson does the author emphasize about making plays in a commodity market?,The author emphasizes that a man must not permit himself set opinions and must have an open mind and flexibility when making plays in a commodity market.
What is the consequence of disregarding the message of the tape according to the text?,"According to the text, disregarding the message of the tape is not wise, as it can lead to missing out on opportunities, as illustrated by the author's personal experience of missing a big play."
What was the author's opinion on cotton at the time?,The author was very bullish on cotton.
What was the price range of cotton at the time?,"Cotton was hanging around twelve cents, running up and down within a moderate range."
What lesson did the author learn from missing a big play?,"The author learned that trying to anticipate the starting signal can lead to missing opportunities, and it's important to wait for the line of least resistance to define itself."
What was the author's approach to market conditions?,"The author believed that market conditions could be influenced or assisted, rather than simply waiting for them to unfold naturally."
What was the author's initial sentiment towards cotton?,The author was very bullish on cotton.
What was the price range of cotton according to the author?,"The price of cotton was hanging around twelve cents, running up and down within a moderate range."
What was the author's belief about the price movement of cotton?,"The author believed that if they gave cotton a little push, it would go beyond the upper resistance point."
What action did the author take based on their belief about cotton's price movement?,The author bought fifty thousand bales of cotton.
What was the outcome of the author's action regarding cotton's price?,The price of cotton moved up as expected.
What was the initial decision made regarding the market position?,The speaker decided to buy fifty thousand bales after considering the market's position and potential for upward movement.
What was the outcome of the purchase?,"The purchase caused the market to move up, but as soon as the speaker stopped buying, it stopped going up and began to settle back down."
What action did the speaker take after the market settled back down?,"The speaker got out of the market, and the market stopped going down after that."
What was the speaker's intention after exiting the market?,The speaker intended to start the market movement again by initiating a new purchase.
What was the result of the speaker's decision to start the market movement again?,"The speaker decided to start the market movement again, indicating a belief that the market could be influenced by their actions."
What was the outcome when the narrator stopped buying the stock?,"As soon as the narrator stopped buying, the stock stopped going up."
What happened to the stock after the narrator sold it?,The stock began to settle back to where it was when the narrator began buying it.
What did the narrator do after the stock settled back to its previous level?,The narrator got out and it stopped going down.
What did the narrator decide to do after realizing the stock had settled back to its previous level?,The narrator thought they were much nearer the starting signal and decided to start it themselves again.
What was the result when the narrator tried to start the stock again?,"The same thing happened. The narrator bid it up, only to see it go down when they stopped."
How many times did the narrator repeat the cycle of buying and selling the stock?,The narrator did this four or five times until they finally quit in disgust.
What was the total cost incurred by the narrator due to this stock trading?,It cost the narrator about two hundred thousand dollars.
What was the narrator's final decision regarding the stock after experiencing repeated losses?,The narrator was done with it and decided to quit in disgust.
When did the narrator decide to quit the stock trading?,The narrator decided to quit in disgust after doing this four or five times.
What was the financial impact of the narrator's repeated stock trading attempts?,The narrator lost about two hundred thousand dollars.
What was the outcome of the author's repeated attempts to trade in a narrow market?,"The author's repeated attempts to trade in a narrow market resulted in significant financial loss, costing them about two hundred thousand dollars, and eventually led them to quit trading in disgust."
What lesson did the author learn from their experience in the narrow market?,"The author learned that in a narrow market where prices are not moving much, it's crucial to be patient and not rush into trades, as impatience can lead to significant losses."
How did the author's decision to quit trading affect their financial situation?,"The author's decision to quit trading left them with a substantial financial loss of approximately two hundred thousand dollars, which they had to bear as the market eventually rose beyond their ability to profit."
What does the author suggest about the behavior of traders in narrow markets?,"The author suggests that many traders, like themselves, have experienced similar frustrations in narrow markets, often due to impatience and a tendency to rush into trades when prices aren't moving."
What does the author imply about the potential for profit in a narrow market that has been stagnant?,"The author implies that a narrow market that has been stagnant can eventually experience a significant upward movement, which could have led to substantial profits if the trader had not been in a rush to start trading."
What is the main rule the author provides about trading in a narrow market?,"The main rule is that in a narrow market where prices are not moving significantly, there's no sense in trying to anticipate the next big movement up or down. Instead, one should watch the market, read the tape to determine the limits of the get-nowhere prices, and decide not to take an interest until those limits are clear."
What is the main strategy for anticipating the next big movement in the stock market according to the text?,"The main strategy is to watch the market, read the tape to determine the limits of the get-nowhere prices, and make up your mind not to take an interest until the price breaks through the limit in either direction."
What should a speculator focus on according to the text?,A speculator should focus on making money out of the market and not insist that the tape must agree with him.
What does the text advise against doing when dealing with the stock market tape?,"The text advises against arguing with the tape, asking it for reasons or explanations."
What is the implication of stock-market postmortems according to the text?,"The implication is that stock-market postmortems don't pay dividends, suggesting they are not useful for making money."
What is the main advice given to a speculator in the text?,A speculator must concern himself with making money out of the market and not with insisting that the tape must agree with him.
What should a speculator not do according to the text?,A speculator should not argue with the market or ask it for reasons or explanations.
What does the text say about stock-market postmortems?,Stock-market postmortems don't pay dividends.
What was the author's role in the conversation about wheat with friends?,"The author was asked for their opinion on wheat, and they had been studying the market for some time."
What did the author say the friends did not want when asked for their opinion on wheat?,The friends did not want any statistics or analyses of conditions.
What did the speaker suggest as a strategy for profiting from wheat?,The speaker suggested waiting for the wheat price to cross $1.20 and then buying it to get a nice quick play in it.
What was the speaker's response when asked about making money from wheat?,"The speaker said, 'If you want to make some money out of wheat I can tell you how to do it.'"
What was the price at which the speaker advised waiting before buying wheat?,The speaker advised waiting until the price crossed $1.30 before buying wheat.
What was the price at which the party asked to buy wheat immediately?,The party asked to buy wheat immediately at $1.14.
What was the speaker's approach to the market based on the text?,The speaker had been studying the market for some time and was confident enough to provide specific trading advice.
What was the author's advice regarding buying wheat at $1.20?,"The author advised waiting until the price crosses $1.20 before buying, as it would allow for a nice quick play in the market."
Why did the author suggest not buying wheat at $1.14?,The author suggested not buying at $1.30 because they didn't know yet that the price was going up.
What was the author's response to the question about buying at $1.20?,The author questioned whether the person wanted to gamble blindly for a large profit or speculate intelligently for a smaller but more probable profit.
What was the author's main point about making money in wheat?,The author's main point was to wait for the price to cross $1.20 before buying to take advantage of a quick play in the market.
What was the initial price at which the stock was being discussed?,$1.20
What was the range of the stock price over the months prior to the discussion?,Between $1.10 and $1.20
What was the main concern raised about buying the stock at $1.20?,That it seemed like a very high price
What was the advice given to the group regarding buying the stock?,To buy if it crossed $1.20
What was the key strategy discussed for making a profit from the stock?,To speculate intelligently for a smaller but more probable profit
What was the initial price range of the stock before it broke above $1.19?,The stock sold between $1.10 and $1.20 for months.
What was the trigger for the narrator to decide to buy the stock?,The trigger was when the stock closed above $1.19.
What was the stock's price when the narrator decided to buy it?,"The stock opened at $1.20-1/2, and the narrator bought at that price."
How did the stock perform after the narrator bought it?,"The stock went up to $1.21, $1.22, $1.23, and $1.25."
Did the narrator understand the stock's behavior during the price fluctuations?,"No, the narrator couldn't have explained the stock's behavior during the fluctuations."
What was the initial price at which the stock was bought?,The stock was bought at $1.20-1/2.
What was the highest price the stock reached after the purchase?,The stock went up to $1.25.
What was the investor's understanding of the stock's behavior during the fluctuations?,"The investor couldn't explain the stock's behavior during the fluctuations and couldn't determine whether the break through the limit would be up or down, though they suspected it would be up due to insufficient global wheat supply."
Why did the investor suspect the price would rise rather than fall?,The investor suspected the price would rise because there wasn't enough wheat in the world for a significant drop in prices.
What did the investor mention about Europe's actions regarding the stock?,The investor mentioned that Europe had been buying the stock.
What was the author's prediction about the wheat price movement?,The author suspected the breaking through the limit would be up because there was not enough wheat in the world for a big break in prices.
What factors contributed to the price movement of wheat according to the text?,"The text mentions that Europe had been buying quietly and a lot of traders had gone short of it at around $1.19. Additionally, a lot of wheat had been taken out of the market due to these purchases and other causes, leading to the big movement."
What was the outcome of the price movement described in the text?,"The price went beyond the 1.20 mark, which was all the point the author had."
